customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,date_joined,customer_segment,lifetime_value
CUST_000048,Christina,Wright,lisapeck@example.net,532-578-7747x01687,"47974 Melanie Meadows, West Jessica, WV 53356",Brandonton,Oregon,74139,USA,2023-12-20,Budget,2348.37
CUST_000049,Michael,Roberts,wgordon@example.net,599-812-1655x852,"25787 Catherine Passage, West Sarah, MD 21800",Ewingport,Pennsylvania,44590,USA,2024-08-19,Regular,784.19
CUST_000050,Maria,Patel,thomas05@example.com,+1-916-494-0974x99309,"30913 Scott Manor Apt. 636, Salaston, VT 18599",New Mark,Texas,63202,USA,2024-09-02,Budget,2850.7
CUST_000051,Nicholas,Frye,vbarr@example.net,(549)973-3484x344,"441 Huang Locks Suite 240, Stephanieland, MI 58484",Julieborough,Illinois,71093,USA,2024-02-17,Regular,3760.37
CUST_000052,Sarah,Horton,danielyang@example.org,908.333.0165,"82677 Katelyn Heights, Justinton, PW 12226",New Joanne,Arizona,23447,USA,2024-06-10,Regular,4499.33
CUST_000053,Nicole,Thompson,osbornrandy@example.com,(640)904-9915,"Unit 8872 Box 8743, DPO AE 43844",Lake Stephen,Kentucky,94689,USA,2023-12-13,Regular,1873.78
CUST_000054,Alexis,Rogers,ashley32@example.net,+1-266-685-1612x2753,"5499 Jose Lake Apt. 017, Erikhaven, MH 92717",Hannahport,Mississippi,81061,USA,2024-01-09,Premium,2596.68
CUST_000055,Jeffrey,Anderson,spencerzhang@example.com,(387)283-3918x78519,"822 Bond Mills, Lake Jamieshire, NM 12420",Stokesmouth,Florida,67773,USA,2024-06-08,Premium,3803.33
CUST_000056,Stephen,Brown,tchambers@example.net,7643039106,"70462 Katie Stream, Brooksfurt, NV 49980",Millerside,Florida,86161,USA,2025-05-20,Premium,848.92
CUST_000057,Michael,White,urice@example.org,5049786863,"10690 Jamie Courts Apt. 790, Lake Bradley, NV 31216",Port Michelle,Arkansas,18868,USA,2024-08-16,Premium,3981.19
CUST_000058,Victoria,Young,barbara53@example.com,(483)864-4089,"6856 Hernandez Lane, Port Amanda, IA 30037",Meredithberg,New Jersey,08053,USA,2024-09-30,Regular,3022.4
CUST_000059,Robert,Butler,paulscott@example.com,+1-317-551-8304x6990,"3540 Sharon Streets, Lake Yvonnefort, PW 32298",South Rose,Oklahoma,42655,USA,2025-03-15,Regular,1969.93
CUST_000060,Justin,Owens,kyle58@example.com,217.653.5560x932,"2353 Hudson Gardens Suite 854, Levyfort, NH 22551",Garyside,New York,24624,USA,2025-07-03,Regular,2692.66
CUST_000061,Pamela,Mooney,warrenmary@example.org,+1-900-962-3120x38750,"08484 Wayne Square Suite 211, East James, NC 33585",Josephfurt,Colorado,49397,USA,2024-06-01,Budget,4317.82
CUST_000062,Stephen,Sanchez,kevinclayton@example.org,+1-801-766-6870x0217,"033 Nelson Club, Rachelshire, TN 04813",Port Leonard,Indiana,77444,USA,2023-11-10,Premium,3433.39
CUST_000063,Karen,Marquez,thickman@example.org,001-739-268-5621,"59996 Johnson Groves, Henrystad, OH 49708",Lopezshire,Texas,50317,USA,2023-09-26,Premium,3440.38
CUST_000064,Kelsey,Phillips,jennifermiller@example.org,(426)355-1104x7541,"886 Anthony Knoll Apt. 995, Smithchester, MS 11602",New Adriana,Utah,50404,USA,2023-11-30,Budget,3779.3
CUST_000065,Dominic,Turner,kthomas@example.com,964-371-5437x993,"5965 Cook Via, West Malik, UT 26827",Edwardsfurt,Massachusetts,38701,USA,2025-02-11,Budget,1766.86
CUST_000066,Heather,Henry,markramirez@example.com,(619)339-8280x737,"724 Johnny Drives Suite 617, Aguilarside, NY 91164",Stephensstad,Vermont,70874,USA,2024-10-25,Regular,2230.35
CUST_000067,Danielle,Miller,dianekelly@example.net,+1-509-965-6101x438,"982 Cuevas Orchard Apt. 461, Port Sheliaberg, MI 41381",Stanleyborough,North Dakota,63799,USA,2024-04-17,Regular,115.9
CUST_000068,Thomas,Kim,tflores@example.org,001-810-951-2382x825,"226 Johnson Ridges Apt. 796, Smithborough, IL 36984",New Cristianside,Idaho,48446,USA,2024-03-31,Budget,4391.68
CUST_000069,James,Wilson,orose@example.com,+1-369-469-1557x924,"1252 Barnes Dam, Hendersonfort, SC 70936",New Garrett,Maine,18889,USA,2023-12-14,Regular,4862.25
CUST_000070,Leonard,Hayes,glennstephanie@example.com,(936)988-7676,"40438 Jackson Mount, Dunnville, OK 15470",Kimberlystad,Ohio,99694,USA,2023-08-23,Premium,2587.64
CUST_000071,Kathleen,Alexander,veronicagarcia@example.net,001-834-407-4517x13395,"09584 Mario Squares, Keithview, PR 67926",East Sydneychester,Arkansas,36850,USA,2025-05-25,Premium,4365.54
CUST_000072,Diana,Miles,johndawson@example.org,001-767-929-4667x11684,"USNV Perkins, FPO AP 12709",Reidstad,California,70549,USA,2024-05-25,Regular,4224.18
CUST_000073,Jeffery,Jordan,troymorris@example.com,989-929-7500x17012,"24241 Wright Landing Apt. 064, South Diana, VT 12976",East Thomasberg,Pennsylvania,30148,USA,2024-08-28,Budget,3083.95
CUST_000074,Erin,Smith,lisa62@example.com,436-811-1554,"218 Chelsey Expressway, Bellborough, SC 98578",South Christina,New Hampshire,28975,USA,2023-09-27,Premium,1932.18
CUST_000075,Peggy,Taylor,lawrencepatrick@example.com,523-841-3899x94043,"76137 Allison Bridge, Sarahberg, MS 74999",Diazburgh,Wisconsin,62237,USA,2025-03-11,Premium,2742.96
CUST_000076,Charles,Matthews,bakerbill@example.org,(384)686-6618x8924,"85691 Hale Stream, North John, NE 15703",Salazarton,Maryland,87805,USA,2025-02-17,Budget,4600.62
CUST_000077,Diane,Thompson,zimmermanjacqueline@example.org,658.384.2524x1056,"7850 Villarreal Expressway, Ericville, MH 75724",East Joycetown,Arizona,02111,USA,2024-01-27,Budget,1688.36
CUST_000078,Brandon,Cox,haroldhorne@example.org,+1-763-353-6541,"38061 Cline Trail, Markside, NH 01545",Jamesshire,Maryland,97438,USA,2024-11-16,Premium,648.15
CUST_000079,John,Richardson,xcuevas@example.org,001-883-620-6038x5050,"7024 Bradley Fort, Haynesstad, NH 98529",New Codyberg,South Dakota,52189,USA,2023-09-18,Regular,4405.74
CUST_000080,Brittany,Brown,joelgreen@example.com,(455)974-3132x9121,"85374 Baker Crest Apt. 249, East Marymouth, FL 12456",West Randy,Arkansas,89260,USA,2024-03-10,Regular,1273.32
CUST_000081,Jorge,Ewing,cranemelissa@example.net,001-883-717-1210x0323,"941 Wendy Flat, Lambland, MH 43957",North Sheriton,Hawaii,75721,USA,2024-06-22,Premium,4402.25
CUST_000082,Lorraine,Foster,reyesronald@example.com,524.647.2099,"14626 Dawn Union Apt. 806, Timothyfort, MI 74642",Paulburgh,Alaska,42296,USA,2024-10-27,Premium,519.7
CUST_000083,Jeffery,Huang,brian78@example.com,001-493-421-3348x03965,"590 Meza Port Apt. 937, Gregoryton, CO 07863",New Jeffery,North Dakota,63151,USA,2023-07-22,Regular,4098.51
CUST_000084,Martin,Mendez,matthewthompson@example.com,7028921851,"5226 Banks Extensions Suite 392, Parkerport, DC 23793",Lake Stacyfurt,Wyoming,74882,USA,2023-08-16,Budget,3852.59
CUST_000085,Ian,Flores,daniellegarcia@example.com,(951)235-5215,"154 Jennifer Causeway, Kimchester, GA 54767",Maciasstad,Ohio,49698,USA,2023-10-08,Premium,3332.78
CUST_000086,Maria,Kramer,franciscojones@example.org,705-941-1526x2181,"296 Brian Isle Apt. 368, Donnaport, IA 13072",South Ashleyfort,Georgia,07645,USA,2024-04-27,Budget,909.12
CUST_000087,Adam,Miller,bgonzalez@example.org,(641)371-4677,"56527 Jose Mountain Suite 349, East Karenville, CO 88075",Lindseychester,Wisconsin,77797,USA,2024-01-14,Budget,4374.92
CUST_000088,Angela,Randall,rsheppard@example.com,001-437-341-6089,"USCGC Thompson, FPO AE 28273",East Brad,Colorado,90039,USA,2024-06-24,Regular,4825.38
CUST_000089,James,Carson,maryscott@example.net,916-286-8548,"62299 Sara Port Apt. 485, Bakerfort, OK 80318",Johnsonview,Montana,19356,USA,2024-11-13,Budget,3800.8
CUST_000090,Charlotte,Steele,fosternatasha@example.net,607.945.0544,"24754 Jacobs Corners, South Jason, GU 53869",Malonestad,Arkansas,68038,USA,2025-03-27,Budget,1085.64
CUST_000091,Erik,Collins,htaylor@example.net,7235303070,"610 Nathan Ranch Suite 279, Maxview, WA 90790",West Anthonyton,Hawaii,75508,USA,2025-03-18,Regular,2055.06
CUST_000092,Tammie,Vincent,ericaadams@example.com,800.772.2903x49446,"4896 Adrian Shore, Annaport, ME 90208",South Calebview,South Dakota,43117,USA,2025-05-21,Budget,3284.4
CUST_000093,Joshua,Douglas,jacob83@example.org,+1-565-720-7446x660,"875 Bruce Ville, West Connor, DC 97614",Jessicaside,Wisconsin,24496,USA,2024-12-30,Regular,4508.11
CUST_000094,Rachel,Pena,michaelgarner@example.com,(955)549-4717x09991,"460 Derrick Flats Suite 697, West Michelle, HI 11093",Cookburgh,Massachusetts,83666,USA,2023-09-05,Regular,692.92
CUST_000095,Adam,Hill,barbaramoore@example.org,(296)566-6760,"8300 Jeremy Wells, Larryville, MS 66474",Garyton,Maryland,38620,USA,2024-07-10,Premium,413.73
CUST_000096,Jessica,Carlson,ryan25@example.com,(432)360-3323x098,"4890 Ebony Shoal, North Hannahchester, NV 50341",New Johnnyberg,Indiana,91621,USA,2025-01-04,Premium,2982.71
CUST_000097,Crystal,Turner,batesjoseph@example.net,001-526-618-9141x173,"6420 Lozano Spurs, Riveratown, AL 88533",North Maryfort,Georgia,12308,USA,2025-03-18,Premium,2983.36
CUST_000098,William,Cummings,conwaydawn@example.com,247-201-2045x5611,"5794 Nathan Junctions, North Richard, NH 36130",Vaughnfort,Nebraska,85546,USA,2025-06-09,Premium,447.87
CUST_000099,Laura,Wilson,jarvismegan@example.org,(397)897-2965x90277,"5089 Tiffany Skyway, Aprilville, NE 87233",South Michael,Utah,84571,USA,2024-05-15,Budget,388.48
CUST_000100,Edgar,Serrano,smithsarah@example.net,872.817.5354x0838,"7971 West Crest, Mcgeetown, CT 53380",Johnsonside,Alabama,12414,USA,2025-03-27,Premium,4536.56
CUST_000101,Cassandra,Montgomery,pamela83@example.net,+1-375-350-3758x99757,"55488 Park Cape, South Donald, VT 97823",Rodriguezborough,Illinois,16327,USA,2025-07-13,Regular,447.2
CUST_000102,Melissa,Lewis,jenniferrodriguez@example.com,2912779827,"782 Jessica Crossroad Apt. 699, Williamfurt, MT 80323",West Raymond,Michigan,39058,USA,2024-07-07,Premium,1464.54
CUST_000103,Linda,Taylor,megan85@example.net,001-383-733-9452x2885,"846 Alexandra Burg Suite 200, West Karen, GA 38068",Dwayneton,Vermont,39185,USA,2023-12-27,Regular,1149.76
CUST_000104,Karen,Johnson,rgarcia@example.net,+1-838-863-8406,"USNV Church, FPO AE 02200",Jamesmouth,Iowa,83572,USA,2025-01-19,Premium,3644.43
CUST_000105,Jenna,Richardson,kimberlybrandt@example.com,621.422.8160x648,"57202 Carlson Trail Suite 798, Charlesmouth, NC 29331",New Carlos,North Carolina,21390,USA,2024-06-09,Budget,2923.44
CUST_000106,Amy,Powell,jeffrey35@example.com,(543)298-7801x573,"1648 Johnson Path Suite 887, Williamsborough, MD 67858",North Garyside,Ohio,01461,USA,2024-11-19,Premium,3944.64
CUST_000107,Cameron,Santiago,michellecoleman@example.org,386.312.0750,"193 Russell Mission Suite 650, Nunezside, AL 84573",Port Julieton,Vermont,10015,USA,2024-04-24,Regular,1033.01
CUST_000108,Sarah,Rodriguez,catherine47@example.com,(207)428-3268x4245,"968 Kevin Summit, Jasonhaven, FL 21597",East Christina,Kentucky,25971,USA,2023-10-19,Premium,3329.02
CUST_000109,Howard,Marsh,yorksarah@example.net,481.541.4139x755,"57759 Steele Drives, Lindseychester, GA 01134",Johnbury,Virginia,97470,USA,2024-11-30,Regular,2175.54
CUST_000110,Ryan,Larsen,erinrivera@example.com,575.647.8129x142,"108 Lisa Prairie, Hammondborough, PW 05305",Amyside,New Mexico,86210,USA,2025-03-15,Regular,4332.8
CUST_000111,Edgar,Long,dennis88@example.org,(458)903-9282x7229,"USS Robinson, FPO AA 30876",West Miketon,Texas,27603,USA,2024-08-27,Premium,3399.49
CUST_000112,Rebecca,Ward,chardin@example.org,+1-351-684-4989x2665,"655 Sparks Rapids, New Nicolemouth, GA 30646",New Dawnborough,Georgia,24999,USA,2023-11-21,Budget,582.25
CUST_000113,Michael,Love,guerrerorobert@example.com,001-417-477-3926x0302,"202 Nielsen Path, Greeneshire, SC 02941",Staceyborough,New Hampshire,79999,USA,2024-07-22,Regular,3668.25
CUST_000114,Michelle,Jackson,yburke@example.net,001-429-384-2579x91366,"91279 Natalie Place Apt. 172, Port Erikachester, NC 55640",Nancyhaven,Nevada,30580,USA,2025-07-19,Premium,1318.42
CUST_000115,Leah,Clarke,zbell@example.net,001-591-262-4731x49864,"818 Nicholas Ford, Robertville, FL 56347",Joseside,Nevada,74513,USA,2024-05-01,Premium,2727.8
CUST_000116,Cheryl,Braun,afischer@example.net,+1-772-858-8744,"372 Jason Locks, Laurenton, GA 51501",Port Christopherberg,New Mexico,79176,USA,2024-06-24,Premium,2167.22
CUST_000117,Christopher,Baker,christopher06@example.com,+1-584-290-2770x384,"205 Diana Estate, West Kimberlystad, TN 52293",Willishaven,Alabama,97091,USA,2025-01-18,Regular,2366.88
CUST_000118,Casey,Davis,jessica89@example.com,(343)393-7690x426,"84894 Church Port Suite 357, Mosleytown, NJ 15740",Carlosbury,Utah,92405,USA,2024-01-16,Premium,2271.34
CUST_000119,Lauren,Gutierrez,zachary04@example.org,416-551-8275x5394,"34333 Mary Knolls, Port Daniel, PW 10788",Austinside,Arizona,63715,USA,2024-05-05,Budget,579.75
CUST_000120,Christine,Vasquez,travis84@example.com,792.808.6780,"1875 Alexander Fords, Carpentermouth, MN 80819",Jacobview,Kansas,35812,USA,2024-07-22,Budget,4996.48
CUST_000121,Susan,Cooper,victorclark@example.net,001-855-864-7292x93143,"0267 Wendy Vista, Kristenport, KS 74181",South Coreyburgh,Arkansas,28742,USA,2025-04-14,Premium,4848.08
CUST_000122,Jonathan,Combs,colematthew@example.com,(488)645-0615x939,"716 Ford Drive Apt. 569, Sweeneyland, CO 21734",Jeremymouth,Tennessee,38689,USA,2025-01-23,Premium,914.92
CUST_000123,Joseph,Newman,pam59@example.net,362.320.2341x326,"006 Dalton River Apt. 164, East Joan, NV 82615",East Alison,Hawaii,04245,USA,2023-08-18,Regular,2458.66
CUST_000124,Elizabeth,Dalton,michelle78@example.com,+1-872-682-9979,"PSC 7831, Box 7456, APO AA 20911",Alexhaven,Wisconsin,18366,USA,2024-04-14,Regular,4521.97
CUST_000125,Justin,Nichols,earroyo@example.com,8648930853,"663 Miller Road, New Kathy, PW 80876",Justinside,Louisiana,54621,USA,2023-12-15,Premium,1956.97
CUST_000126,Melissa,White,daniel79@example.com,697-635-0208x021,"031 Alexis Forge Suite 647, Steventon, MA 11016",North Joseph,Montana,09857,USA,2024-09-15,Regular,1399.49
CUST_000127,Theodore,Lee,lisa01@example.net,567.930.3718,"2088 Jon Route Suite 350, North Joel, NE 43035",East Laurashire,Delaware,52380,USA,2025-03-25,Regular,1497.72
CUST_000128,John,Novak,jbarker@example.com,001-413-927-1950x05281,"3065 John Canyon Suite 784, Lopezburgh, ND 46070",Jessicaview,Rhode Island,73183,USA,2023-11-23,Budget,4790.86
CUST_000129,Casey,Moore,lori85@example.com,7863209593,"87829 Morris Row Suite 118, North Maryberg, HI 04600",North Todd,Connecticut,04671,USA,2024-10-07,Budget,3343.17
CUST_000130,Darlene,Price,sfox@example.net,705-839-1037x170,"480 Mary Club, New Colton, VA 30780",Lopezhaven,Texas,33106,USA,2024-10-06,Regular,858.5
CUST_000131,Colleen,White,xreese@example.net,001-757-461-2286,"5855 Duran Meadows Suite 939, South Katie, WA 33804",Suzannemouth,Montana,00526,USA,2025-02-05,Regular,1166.73
CUST_000132,Austin,Mitchell,holmesvictoria@example.com,4433350488,"24593 Jonathan Hills Apt. 969, Lake Chris, MD 63747",South Margaret,Vermont,92624,USA,2024-10-11,Premium,2937.98
CUST_000133,Lori,Davis,benjamin96@example.org,001-205-756-6139x06048,"8320 Maddox Terrace, East Ryanfurt, FL 17827",Christophershire,West Virginia,06964,USA,2024-09-19,Budget,398.69
CUST_000134,Raymond,Miller,iayala@example.org,683.876.9389x8331,"66553 Cooper Shoal, Port Kevinstad, RI 58462",South Brady,Iowa,26674,USA,2025-01-04,Regular,380.11
CUST_000135,Nathaniel,Todd,rodriguezbrian@example.net,(740)551-4770,"88487 Heather Skyway, South Brandyhaven, AZ 33984",North Justin,Vermont,81498,USA,2024-02-17,Budget,2436.26
CUST_000136,Brian,Pena,jonesdonna@example.net,+1-351-404-6368x15798,"003 Cook Lock Apt. 055, Colleenbury, NY 36660",Lake Jonathanfurt,Alaska,73238,USA,2024-02-24,Budget,871.42
CUST_000137,Jeremiah,Peterson,fsandoval@example.net,(489)536-3926x4957,"48262 Lonnie Point, East Lonnieberg, VA 04365",Nicolechester,Nebraska,40261,USA,2024-06-30,Budget,492.55
CUST_000138,Julie,Underwood,edwin31@example.org,(509)594-9993,"72897 White Loaf Suite 722, East Antonio, WV 02468",Stephaniebury,West Virginia,88494,USA,2023-12-26,Premium,435.75
CUST_000139,Katherine,Jones,fcamacho@example.net,273-366-0965x69998,"88608 Black Roads, East Kellyfurt, FM 40419",Stevenchester,Maine,80865,USA,2025-07-04,Premium,3408.54
CUST_000140,Brian,Black,stevenlucas@example.org,001-981-529-8266x5702,"5211 Jasmin Roads, Christopherfurt, VA 67566",South Andrea,Arizona,22899,USA,2025-06-29,Premium,2078.5
CUST_000141,Matthew,Savage,fernandothomas@example.net,5642474212,"77780 Young Radial Suite 767, New Carolbury, FM 72242",Christineside,Indiana,06912,USA,2023-12-12,Budget,1306.46
CUST_000142,Eddie,Delgado,thomasantonio@example.net,+1-445-910-1622x499,"14556 Katherine Ville Apt. 472, Lake Michelemouth, NC 54733",Lake Jason,Arkansas,14827,USA,2024-10-07,Budget,294.73
CUST_000143,Jessica,Fuller,webbhaley@example.net,969-954-8995x2997,"430 Andrew Road, Lake Melaniechester, MT 06463",Michaelborough,Alabama,84468,USA,2023-12-25,Premium,2154.2
CUST_000144,Hannah,King,parkerwilliam@example.com,001-901-255-6990x23557,"78576 Mary Hills Suite 880, New Gina, AS 46847",East Juantown,Michigan,49684,USA,2024-11-19,Budget,2869.61
CUST_000145,Amanda,Martin,hlopez@example.com,001-650-446-1735x743,"17807 James Orchard, Kimberlyberg, WI 13379",East Jenny,New Jersey,51302,USA,2025-01-26,Regular,4680.06
